Bid_No,Units,Unit_Price,Total_Price,Win,MSRP,Unit_Cost
1005,22,"$21,614","$475,504",0,"$25,000",15000
1006,38,"$15,762","$598,953",1,"$25,000",15000
1007,12,"$20,729","$248,745",0,"$25,000",15000
1008,16,"$18,657","$298,507",1,"$25,000",15000
1009,20,"$20,529","$410,583",0,"$25,000",15000
1010,13,"$21,681","$281,847",0,"$25,000",15000
1011,29,"$22,269","$645,797",0,"$25,000",15000
1012,14,"$22,256","$311,585",0,"$25,000",15000
1013,21,"$17,664","$370,946",1,"$25,000",15000
1014,28,"$20,694","$579,439",0,"$25,000",15000
1015,14,"$17,762","$248,674",1,"$25,000",15000
1016,11,"$17,377","$191,149",0,"$25,000",15000
1017,13,"$17,789","$231,262",1,"$25,000",15000
1018,28,"$16,813","$470,762",1,"$25,000",15000
1019,15,"$17,159","$257,384",0,"$25,000",15000
1020,38,"$19,903","$756,301",0,"$25,000",15000
1021,35,"$20,205","$707,178",0,"$25,000",15000
1022,25,"$15,699","$392,480",1,"$25,000",15000
1023,22,"$22,159","$487,495",0,"$25,000",15000
1024,10,"$17,786","$177,863",0,"$25,000",15000
1025,24,"$22,023","$528,551",0,"$25,000",15000
1026,25,"$15,823","$395,565",1,"$25,000",15000
1027,13,"$22,402","$291,223",0,"$25,000",15000
1028,31,"$17,304","$536,432",0,"$25,000",15000
1029,17,"$16,446","$279,576",1,"$25,000",15000
1030,10,"$17,125","$171,251",1,"$25,000",15000
1031,20,"$19,115","$382,306",1,"$25,000",15000
1032,14,"$18,974","$265,631",0,"$25,000",15000
1033,27,"$15,729","$424,685",1,"$25,000",15000
1034,14,"$15,892","$222,482",1,"$25,000",15000
1035,10,"$17,220","$172,201",1,"$25,000",15000
1036,10,"$16,456","$164,558",1,"$25,000",15000
1037,25,"$19,962","$499,055",0,"$25,000",15000
1038,16,"$20,005","$320,087",0,"$25,000",15000
1039,20,"$21,453","$429,061",0,"$25,000",15000
1040,11,"$19,374","$213,111",1,"$25,000",15000
1041,15,"$21,162","$317,430",0,"$25,000",15000
1042,14,"$22,087","$309,222",0,"$25,000",15000
1043,10,"$20,406","$204,063",0,"$25,000",15000
1044,16,"$15,572","$249,150",1,"$25,000",15000
1045,18,"$19,916","$358,484",0,"$25,000",15000
1046,11,"$21,126","$232,385",0,"$25,000",15000
1047,14,"$21,548","$301,670",0,"$25,000",15000
1048,11,"$21,159","$232,745",0,"$25,000",15000
1049,19,"$19,990","$379,802",0,"$25,000",15000
1050,10,"$20,569","$205,690",0,"$25,000",15000
1051,23,"$22,492","$517,325",0,"$25,000",15000
1052,18,"$19,429","$349,721",1,"$25,000",15000
1053,33,"$17,187","$567,161",1,"$25,000",15000
1054,25,"$19,187","$479,672",0,"$25,000",15000
1055,19,"$18,274","$347,205",1,"$25,000",15000
1056,21,"$16,688","$350,451",1,"$25,000",15000
1057,25,"$17,314","$432,838",0,"$25,000",15000
1058,14,"$20,323","$284,518",0,"$25,000",15000
1059,25,"$20,119","$502,963",0,"$25,000",15000
1060,20,"$22,410","$448,204",0,"$25,000",15000
1061,23,"$19,256","$442,893",0,"$25,000",15000
1062,26,"$16,141","$419,657",0,"$25,000",15000
1063,33,"$17,925","$591,537",0,"$25,000",15000
1064,10,"$16,698","$166,980",0,"$25,000",15000
1065,15,"$17,151","$257,265",1,"$25,000",15000
1066,43,"$18,774","$807,263",1,"$25,000",15000
1067,30,"$22,483","$674,477",0,"$25,000",15000
1068,27,"$16,101","$434,720",0,"$25,000",15000
1069,35,"$16,703","$584,600",1,"$25,000",15000
1070,19,"$20,519","$389,855",1,"$25,000",15000
1071,17,"$20,641","$350,890",0,"$25,000",15000
1072,20,"$15,942","$318,837",1,"$25,000",15000
1073,32,"$20,619","$659,806",0,"$25,000",15000
1074,13,"$21,874","$284,361",0,"$25,000",15000
1075,17,"$22,033","$374,554",0,"$25,000",15000
1076,10,"$18,613","$186,130",0,"$25,000",15000
1077,23,"$19,751","$454,272",1,"$25,000",15000
1078,15,"$16,264","$243,960",1,"$25,000",15000
1079,21,"$21,448","$450,416",0,"$25,000",15000
1080,24,"$17,587","$422,076",1,"$25,000",15000
1081,21,"$17,509","$367,696",1,"$25,000",15000
1082,13,"$16,966","$220,556",1,"$25,000",15000
1083,11,"$15,573","$171,299",0,"$25,000",15000
1084,19,"$16,271","$309,152",1,"$25,000",15000
1085,16,"$18,103","$289,642",0,"$25,000",15000
1086,19,"$18,029","$342,560",0,"$25,000",15000
1087,30,"$21,504","$645,132",0,"$25,000",15000
1088,19,"$16,277","$309,271",0,"$25,000",15000
1089,16,"$16,847","$269,551",1,"$25,000",15000
1090,31,"$16,601","$514,640",1,"$25,000",15000
1091,33,"$19,147","$631,843",0,"$25,000",15000
1092,23,"$16,888","$388,434",1,"$25,000",15000
1093,12,"$21,297","$255,568",0,"$25,000",15000
1094,38,"$21,206","$805,837",0,"$25,000",15000
1095,28,"$18,893","$529,010",0,"$25,000",15000
1096,29,"$21,421","$621,204",0,"$25,000",15000
1097,37,"$19,411","$718,210",0,"$25,000",15000
1098,15,"$19,948","$299,224",1,"$25,000",15000
1099,17,"$20,959","$356,303",0,"$25,000",15000
1100,10,"$18,223","$182,233",1,"$25,000",15000
1101,17,"$21,831","$371,124",0,"$25,000",15000
1102,11,"$16,063","$176,688",1,"$25,000",15000
1103,22,"$20,967","$461,275",0,"$25,000",15000
1104,11,"$20,962","$230,582",0,"$25,000",15000
1105,16,"$16,688","$267,015",1,"$25,000",15000
1106,17,"$19,376","$329,393",1,"$25,000",15000
1107,31,"$15,048","$466,496",0,"$25,000",15000
1108,23,"$20,791","$478,183",0,"$25,000",15000
1109,27,"$19,658","$530,754",0,"$25,000",15000
1110,10,"$19,074","$190,739",0,"$25,000",15000
1111,26,"$22,345","$580,983",0,"$25,000",15000
1112,17,"$15,317","$260,382",1,"$25,000",15000
1113,25,"$20,484","$512,099",0,"$25,000",15000
1114,14,"$20,203","$282,837",0,"$25,000",15000
1115,35,"$21,468","$751,374",0,"$25,000",15000
1116,16,"$20,044","$320,707",0,"$25,000",15000
1117,11,"$18,504","$203,546",0,"$25,000",15000
1118,12,"$18,315","$219,781",1,"$25,000",15000
1119,21,"$15,952","$334,985",1,"$25,000",15000
1120,19,"$16,652","$316,380",1,"$25,000",15000
1121,14,"$17,649","$247,089",0,"$25,000",15000
1122,24,"$18,784","$450,807",0,"$25,000",15000
1123,25,"$15,429","$385,716",1,"$25,000",15000
1124,24,"$16,278","$390,678",1,"$25,000",15000
1125,20,"$18,014","$360,282",0,"$25,000",15000
1126,11,"$15,584","$171,427",1,"$25,000",15000
1127,28,"$20,462","$572,933",1,"$25,000",15000
1128,14,"$16,287","$228,019",1,"$25,000",15000
1129,10,"$18,728","$187,278",0,"$25,000",15000
1130,14,"$17,248","$241,466",1,"$25,000",15000
1131,17,"$16,076","$273,284",1,"$25,000",15000
1132,18,"$18,221","$327,972",0,"$25,000",15000
1133,13,"$15,269","$198,503",1,"$25,000",15000
1134,19,"$15,022","$285,414",1,"$25,000",15000
1135,13,"$17,922","$232,987",1,"$25,000",15000
1136,22,"$21,933","$482,518",0,"$25,000",15000
1137,29,"$22,479","$651,900",0,"$25,000",15000
1138,16,"$17,803","$284,851",1,"$25,000",15000
1139,19,"$18,825","$357,671",0,"$25,000",15000
1140,15,"$17,630","$264,444",1,"$25,000",15000
1141,24,"$19,081","$457,940",0,"$25,000",15000
1142,33,"$21,835","$720,551",0,"$25,000",15000
1143,29,"$18,420","$534,184",1,"$25,000",15000
1144,31,"$19,669","$609,733",0,"$25,000",15000
1145,12,"$19,733","$236,795",0,"$25,000",15000
1146,12,"$18,345","$220,139",0,"$25,000",15000
1147,11,"$16,237","$178,605",1,"$25,000",15000
1148,15,"$17,518","$262,773",1,"$25,000",15000
1149,19,"$20,813","$395,448",0,"$25,000",15000
1150,13,"$19,089","$248,154",0,"$25,000",15000
1151,11,"$17,006","$187,065",1,"$25,000",15000
1152,24,"$20,534","$492,815",0,"$25,000",15000
1153,10,"$21,324","$213,236",0,"$25,000",15000
1154,18,"$20,856","$375,403",0,"$25,000",15000
1155,25,"$19,187","$479,685",0,"$25,000",15000
1156,11,"$20,557","$226,130",1,"$25,000",15000
1157,11,"$16,730","$184,035",0,"$25,000",15000
1158,25,"$16,153","$403,813",1,"$25,000",15000
1159,12,"$17,152","$205,819",0,"$25,000",15000
1160,11,"$19,179","$210,974",1,"$25,000",15000
1161,27,"$16,038","$433,015",1,"$25,000",15000
1162,34,"$15,266","$519,042",1,"$25,000",15000
1163,12,"$18,912","$226,940",0,"$25,000",15000
1164,20,"$18,936","$378,719",0,"$25,000",15000
1165,18,"$15,784","$284,110",0,"$25,000",15000
1166,43,"$16,124","$693,344",0,"$25,000",15000
1167,32,"$18,807","$601,826",0,"$25,000",15000
1168,13,"$22,108","$287,407",0,"$25,000",15000
1169,22,"$19,598","$431,147",0,"$25,000",15000
1170,41,"$22,384","$917,747",0,"$25,000",15000
1171,12,"$18,154","$217,850",1,"$25,000",15000
1172,10,"$16,222","$162,220",1,"$25,000",15000
1173,27,"$19,994","$539,841",1,"$25,000",15000
1174,13,"$20,057","$260,736",0,"$25,000",15000
1175,29,"$19,542","$566,718",0,"$25,000",15000
1176,31,"$22,398","$694,327",0,"$25,000",15000
1177,19,"$19,522","$370,910",1,"$25,000",15000
1178,10,"$21,052","$210,520",0,"$25,000",15000
1179,14,"$16,327","$228,575",1,"$25,000",15000
1180,20,"$20,059","$401,186",0,"$25,000",15000
1181,26,"$18,281","$475,311",1,"$25,000",15000
1182,14,"$21,719","$304,067",0,"$25,000",15000
1183,33,"$17,033","$562,098",1,"$25,000",15000
1184,18,"$16,019","$288,338",1,"$25,000",15000
1185,19,"$17,395","$330,499",0,"$25,000",15000
1186,10,"$16,141","$161,408",1,"$25,000",15000
1187,12,"$18,725","$224,703",1,"$25,000",15000
1188,11,"$15,898","$174,876",1,"$25,000",15000
1189,18,"$18,698","$336,572",0,"$25,000",15000
1190,13,"$15,583","$202,573",1,"$25,000",15000
1191,48,"$20,853","$1,000,943",0,"$25,000",15000
1192,12,"$16,786","$201,426",1,"$25,000",15000
1193,18,"$16,686","$300,348",0,"$25,000",15000
1194,28,"$17,687","$495,248",0,"$25,000",15000
1195,23,"$19,729","$453,760",0,"$25,000",15000
1196,13,"$15,457","$200,943",1,"$25,000",15000
1197,28,"$16,592","$464,565",0,"$25,000",15000
1198,14,"$17,873","$250,226",0,"$25,000",15000
1199,15,"$22,271","$334,070",0,"$25,000",15000
1200,14,"$15,272","$213,813",1,"$25,000",15000
1201,35,"$17,900","$626,505",0,"$25,000",15000
1202,11,"$20,633","$226,967",0,"$25,000",15000
1203,43,"$16,727","$719,251",1,"$25,000",15000
1204,12,"$20,614","$247,372",0,"$25,000",15000
1205,16,"$18,703","$299,245",1,"$25,000",15000
1206,14,"$20,524","$287,343",0,"$25,000",15000
1207,25,"$16,102","$402,557",0,"$25,000",15000
1208,26,"$18,261","$474,785",0,"$25,000",15000
1209,24,"$20,605","$494,525",0,"$25,000",15000
1210,18,"$16,017","$288,304",1,"$25,000",15000
1211,17,"$15,198","$258,366",1,"$25,000",15000
1212,14,"$21,519","$301,261",1,"$25,000",15000
1213,14,"$22,117","$309,638",0,"$25,000",15000
1214,44,"$21,091","$928,020",0,"$25,000",15000
1215,28,"$19,689","$551,279",0,"$25,000",15000
1216,35,"$22,359","$782,555",0,"$25,000",15000
1217,33,"$20,160","$665,266",0,"$25,000",15000
1218,15,"$20,919","$313,790",0,"$25,000",15000
1219,34,"$21,245","$722,346",0,"$25,000",15000
1220,11,"$21,082","$231,904",0,"$25,000",15000
1221,14,"$22,076","$309,062",0,"$25,000",15000
1222,15,"$17,314","$259,715",0,"$25,000",15000
1223,22,"$18,254","$401,578",0,"$25,000",15000
1224,25,"$18,324","$458,089",0,"$25,000",15000
1225,33,"$22,459","$741,147",0,"$25,000",15000
1226,34,"$17,968","$610,907",1,"$25,000",15000
1227,27,"$17,060","$460,628",0,"$25,000",15000
1228,44,"$16,283","$716,469",0,"$25,000",15000
1229,22,"$17,524","$385,528",1,"$25,000",15000
1230,10,"$19,833","$198,333",0,"$25,000",15000
1231,11,"$17,136","$188,494",0,"$25,000",15000
1232,18,"$16,357","$294,431",1,"$25,000",15000
1233,16,"$19,932","$318,909",0,"$25,000",15000
1234,12,"$19,231","$230,769",0,"$25,000",15000
1235,14,"$20,059","$280,829",1,"$25,000",15000
1236,13,"$19,111","$248,445",0,"$25,000",15000
1237,23,"$21,627","$497,432",0,"$25,000",15000
1238,16,"$19,071","$305,140",0,"$25,000",15000
1239,11,"$17,157","$188,723",0,"$25,000",15000
1240,13,"$20,213","$262,770",0,"$25,000",15000
1241,26,"$17,429","$453,162",1,"$25,000",15000
1242,11,"$18,985","$208,834",0,"$25,000",15000
1243,32,"$20,472","$655,106",0,"$25,000",15000
1244,30,"$20,880","$626,414",0,"$25,000",15000
1245,24,"$21,289","$510,946",0,"$25,000",15000
1246,40,"$19,072","$762,871",1,"$25,000",15000
1247,12,"$20,343","$244,111",0,"$25,000",15000
1248,18,"$15,979","$287,614",0,"$25,000",15000
1249,16,"$18,298","$292,772",1,"$25,000",15000
1250,16,"$20,819","$333,100",0,"$25,000",15000
1251,15,"$17,978","$269,675",0,"$25,000",15000
1252,12,"$22,343","$268,116",0,"$25,000",15000
1253,20,"$19,744","$394,885",0,"$25,000",15000
1254,17,"$19,877","$337,916",0,"$25,000",15000
1255,11,"$20,239","$222,629",0,"$25,000",15000
1256,12,"$21,782","$261,387",0,"$25,000",15000
1257,21,"$22,058","$463,214",0,"$25,000",15000
1258,29,"$15,913","$461,475",1,"$25,000",15000
1259,34,"$16,636","$565,621",0,"$25,000",15000
1260,19,"$15,832","$300,800",0,"$25,000",15000
1261,19,"$19,132","$363,511",0,"$25,000",15000
1262,17,"$16,870","$286,792",1,"$25,000",15000
1263,10,"$15,738","$157,383",1,"$25,000",15000
1264,32,"$21,777","$696,877",1,"$25,000",15000
1265,36,"$17,821","$641,554",0,"$25,000",15000
1266,14,"$16,659","$233,222",0,"$25,000",15000
1267,27,"$19,436","$524,759",0,"$25,000",15000
1268,18,"$18,163","$326,935",1,"$25,000",15000
1269,20,"$20,028","$400,550",0,"$25,000",15000
1270,17,"$17,642","$299,907",1,"$25,000",15000
1271,26,"$16,073","$417,906",1,"$25,000",15000
1272,20,"$17,476","$349,527",0,"$25,000",15000
1273,12,"$16,246","$194,955",1,"$25,000",15000
1274,10,"$21,185","$211,852",0,"$25,000",15000
1275,23,"$15,765","$362,598",0,"$25,000",15000
1276,23,"$15,525","$357,078",1,"$25,000",15000
1277,29,"$19,537","$566,564",0,"$25,000",15000
1278,21,"$17,657","$370,807",0,"$25,000",15000
1279,14,"$19,631","$274,834",0,"$25,000",15000
1280,10,"$21,369","$213,689",1,"$25,000",15000
1281,17,"$19,447","$330,602",1,"$25,000",15000
1282,14,"$16,055","$224,764",1,"$25,000",15000
1283,16,"$19,571","$313,144",0,"$25,000",15000
1284,11,"$21,147","$232,620",0,"$25,000",15000
1285,28,"$21,314","$596,787",0,"$25,000",15000
1286,26,"$20,532","$533,838",0,"$25,000",15000
1287,25,"$17,838","$445,962",1,"$25,000",15000
1288,14,"$20,754","$290,549",0,"$25,000",15000
1289,18,"$21,757","$391,629",0,"$25,000",15000
1290,11,"$17,632","$193,953",1,"$25,000",15000
1291,33,"$16,306","$538,101",1,"$25,000",15000
1292,12,"$17,454","$209,444",1,"$25,000",15000
1293,10,"$15,384","$153,843",1,"$25,000",15000
1294,10,"$18,529","$185,289",0,"$25,000",15000
1295,24,"$17,391","$417,382",1,"$25,000",15000
1296,28,"$17,036","$477,002",1,"$25,000",15000
1297,36,"$18,304","$658,939",0,"$25,000",15000
1298,10,"$19,889","$198,886",0,"$25,000",15000
1299,35,"$15,403","$539,097",1,"$25,000",15000
1300,20,"$22,335","$446,696",0,"$25,000",15000
1301,12,"$15,548","$186,573",0,"$25,000",15000
1302,32,"$16,257","$520,238",0,"$25,000",15000
1303,19,"$19,576","$371,953",1,"$25,000",15000
1304,10,"$15,431","$154,313",1,"$25,000",15000
1305,11,"$19,133","$210,467",1,"$25,000",15000
1306,13,"$17,103","$222,344",0,"$25,000",15000
1307,14,"$17,442","$244,191",1,"$25,000",15000
1308,22,"$20,484","$450,638",1,"$25,000",15000
1309,10,"$15,926","$159,261",1,"$25,000",15000
1310,17,"$17,056","$289,960",1,"$25,000",15000
1311,20,"$21,120","$422,401",0,"$25,000",15000
1312,19,"$19,639","$373,140",0,"$25,000",15000
1313,19,"$15,359","$291,815",1,"$25,000",15000
1314,31,"$22,080","$684,466",0,"$25,000",15000
1315,28,"$19,142","$535,970",0,"$25,000",15000
1316,10,"$16,683","$166,828",0,"$25,000",15000
1317,16,"$16,897","$270,348",0,"$25,000",15000
1318,12,"$20,343","$244,116",0,"$25,000",15000
1319,14,"$21,504","$301,063",0,"$25,000",15000
1320,10,"$18,131","$181,307",0,"$25,000",15000
1321,14,"$15,498","$216,973",0,"$25,000",15000
1322,32,"$17,152","$548,851",1,"$25,000",15000
1323,15,"$18,858","$282,875",0,"$25,000",15000
1324,10,"$18,383","$183,826",0,"$25,000",15000
1325,12,"$16,129","$193,544",1,"$25,000",15000
1326,10,"$15,788","$157,879",1,"$25,000",15000
1327,20,"$20,709","$414,184",0,"$25,000",15000
1328,21,"$17,607","$369,756",1,"$25,000",15000
1329,30,"$16,724","$501,708",1,"$25,000",15000
1330,25,"$17,094","$427,345",1,"$25,000",15000
1331,14,"$16,737","$234,314",0,"$25,000",15000
1332,17,"$15,148","$257,524",1,"$25,000",15000
1333,13,"$22,472","$292,134",0,"$25,000",15000
1334,13,"$18,183","$236,378",0,"$25,000",15000
1335,26,"$21,389","$556,102",0,"$25,000",15000
1336,29,"$15,436","$447,647",1,"$25,000",15000
1337,25,"$19,197","$479,918",0,"$25,000",15000
1338,14,"$21,450","$300,301",0,"$25,000",15000
1339,15,"$22,263","$333,939",0,"$25,000",15000
1340,12,"$16,554","$198,651",1,"$25,000",15000
1341,20,"$18,889","$377,780",0,"$25,000",15000
1342,11,"$15,807","$173,875",1,"$25,000",15000
1343,17,"$15,761","$267,935",1,"$25,000",15000
1344,19,"$18,690","$355,118",0,"$25,000",15000
1345,18,"$16,493","$296,878",1,"$25,000",15000
1346,13,"$20,587","$267,629",0,"$25,000",15000
1347,12,"$21,144","$253,732",0,"$25,000",15000
1348,36,"$19,718","$709,864",0,"$25,000",15000
1349,17,"$15,905","$270,392",1,"$25,000",15000
1350,24,"$20,283","$486,784",0,"$25,000",15000
1351,16,"$16,165","$258,644",1,"$25,000",15000
1352,20,"$22,269","$445,389",0,"$25,000",15000
1353,32,"$17,148","$548,741",0,"$25,000",15000
1354,12,"$16,775","$201,298",0,"$25,000",15000
1355,18,"$21,285","$383,135",0,"$25,000",15000
1356,23,"$19,949","$458,820",0,"$25,000",15000
1357,19,"$20,034","$380,646",0,"$25,000",15000
1358,31,"$17,274","$535,483",1,"$25,000",15000
1359,24,"$17,992","$431,798",1,"$25,000",15000
1360,11,"$19,639","$216,024",0,"$25,000",15000
1361,20,"$22,072","$441,444",0,"$25,000",15000
1362,16,"$20,280","$324,481",0,"$25,000",15000
1363,10,"$19,869","$198,686",0,"$25,000",15000
1364,18,"$16,842","$303,158",1,"$25,000",15000
1365,33,"$18,793","$620,168",0,"$25,000",15000
1366,23,"$22,032","$506,745",0,"$25,000",15000
1367,42,"$20,184","$847,714",0,"$25,000",15000
1368,24,"$19,736","$473,656",0,"$25,000",15000
1369,28,"$17,296","$484,300",0,"$25,000",15000
1370,16,"$15,916","$254,654",1,"$25,000",15000
1371,16,"$20,299","$324,778",0,"$25,000",15000
1372,13,"$15,444","$200,776",1,"$25,000",15000
1373,15,"$15,647","$234,701",0,"$25,000",15000
1374,10,"$16,298","$162,976",1,"$25,000",15000
1375,24,"$20,194","$484,656",0,"$25,000",15000
1376,16,"$18,906","$302,502",1,"$25,000",15000
1377,10,"$20,499","$204,988",1,"$25,000",15000
1378,28,"$19,066","$533,843",0,"$25,000",15000
1379,21,"$20,664","$433,936",0,"$25,000",15000
1380,15,"$18,117","$271,761",0,"$25,000",15000
1381,10,"$16,666","$166,656",1,"$25,000",15000
1382,16,"$22,367","$357,869",0,"$25,000",15000
1383,16,"$17,270","$276,324",1,"$25,000",15000
1384,11,"$21,182","$233,001",0,"$25,000",15000
1385,11,"$19,202","$211,221",0,"$25,000",15000
1386,36,"$17,107","$615,848",0,"$25,000",15000
1387,30,"$15,514","$465,428",1,"$25,000",15000
1388,24,"$16,448","$394,745",0,"$25,000",15000
1389,12,"$20,268","$243,221",0,"$25,000",15000
1390,31,"$17,631","$546,557",0,"$25,000",15000
1391,21,"$15,330","$321,923",0,"$25,000",15000
1392,25,"$15,554","$388,850",1,"$25,000",15000
1393,36,"$18,791","$676,464",0,"$25,000",15000
1394,11,"$18,286","$201,147",1,"$25,000",15000
1395,28,"$20,421","$571,801",0,"$25,000",15000
1396,32,"$15,759","$504,292",1,"$25,000",15000
1397,13,"$21,245","$276,181",0,"$25,000",15000
1398,14,"$16,865","$236,107",1,"$25,000",15000
1399,21,"$20,778","$436,333",0,"$25,000",15000
1400,11,"$20,407","$224,480",0,"$25,000",15000
1401,20,"$19,556","$391,114",0,"$25,000",15000
1402,10,"$15,618","$156,177",1,"$25,000",15000
1403,11,"$21,917","$241,091",0,"$25,000",15000
1404,16,"$20,601","$329,611",0,"$25,000",15000
1405,13,"$19,685","$255,901",0,"$25,000",15000
1406,12,"$21,798","$261,574",0,"$25,000",15000
1407,16,"$19,982","$319,712",0,"$25,000",15000
1408,17,"$20,755","$352,827",0,"$25,000",15000
1409,17,"$16,279","$276,747",1,"$25,000",15000
1410,18,"$19,619","$353,150",0,"$25,000",15000
1411,13,"$18,423","$239,500",0,"$25,000",15000
1412,11,"$15,406","$169,470",1,"$25,000",15000
1413,14,"$20,332","$284,645",0,"$25,000",15000
1414,13,"$15,167","$197,168",1,"$25,000",15000
1415,16,"$17,991","$287,855",1,"$25,000",15000
1416,13,"$20,167","$262,171",0,"$25,000",15000
1417,13,"$16,382","$212,963",1,"$25,000",15000
1418,11,"$16,513","$181,646",1,"$25,000",15000
1419,23,"$18,235","$419,401",0,"$25,000",15000
1420,13,"$21,426","$278,535",0,"$25,000",15000
1421,12,"$21,982","$263,785",0,"$25,000",15000
1422,12,"$16,250","$195,006",1,"$25,000",15000
1423,19,"$19,357","$367,785",0,"$25,000",15000
1424,11,"$20,817","$228,991",0,"$25,000",15000
1425,15,"$15,242","$228,624",1,"$25,000",15000
1426,15,"$15,880","$238,201",1,"$25,000",15000
1427,10,"$16,902","$169,024",1,"$25,000",15000
1428,30,"$17,496","$524,876",0,"$25,000",15000
1429,23,"$19,991","$459,783",0,"$25,000",15000
1430,23,"$22,066","$507,529",0,"$25,000",15000
1431,19,"$22,052","$418,990",0,"$25,000",15000
1432,40,"$15,888","$635,538",1,"$25,000",15000
1433,10,"$17,961","$179,605",0,"$25,000",15000
1434,16,"$19,946","$319,130",0,"$25,000",15000
1435,28,"$22,227","$622,369",0,"$25,000",15000
1436,18,"$20,041","$360,745",0,"$25,000",15000
1437,25,"$17,705","$442,636",0,"$25,000",15000
1438,13,"$21,036","$273,464",0,"$25,000",15000
1439,15,"$17,172","$257,581",1,"$25,000",15000
1440,17,"$15,488","$263,299",1,"$25,000",15000
1441,16,"$21,072","$337,150",0,"$25,000",15000
1442,16,"$15,428","$246,843",1,"$25,000",15000
1443,10,"$18,656","$186,562",0,"$25,000",15000
1444,27,"$19,573","$528,471",0,"$25,000",15000
1445,11,"$16,160","$177,759",1,"$25,000",15000
1446,16,"$16,050","$256,804",1,"$25,000",15000
1447,19,"$21,646","$411,270",0,"$25,000",15000
1448,31,"$22,379","$693,755",0,"$25,000",15000
1449,27,"$15,784","$426,178",1,"$25,000",15000
1450,11,"$21,555","$237,104",0,"$25,000",15000
1451,33,"$20,964","$691,814",0,"$25,000",15000
1452,24,"$19,163","$459,904",0,"$25,000",15000
1453,15,"$18,664","$279,958",0,"$25,000",15000
1454,14,"$22,164","$310,303",0,"$25,000",15000
1455,17,"$21,554","$366,424",0,"$25,000",15000
1456,13,"$22,164","$288,134",0,"$25,000",15000
1457,20,"$15,745","$314,904",1,"$25,000",15000
1458,35,"$18,524","$648,354",0,"$25,000",15000
1459,10,"$21,075","$210,746",0,"$25,000",15000
1460,11,"$15,887","$174,752",1,"$25,000",15000
1461,26,"$16,551","$430,328",1,"$25,000",15000
1462,18,"$16,678","$300,200",1,"$25,000",15000
1463,11,"$20,326","$223,589",0,"$25,000",15000
1464,20,"$22,467","$449,335",0,"$25,000",15000
1465,33,"$17,814","$587,867",0,"$25,000",15000
1466,12,"$22,170","$266,036",0,"$25,000",15000
1467,12,"$20,840","$250,076",0,"$25,000",15000
1468,27,"$18,657","$503,741",0,"$25,000",15000
1469,19,"$20,520","$389,872",0,"$25,000",15000
1470,16,"$16,022","$256,348",1,"$25,000",15000
1471,19,"$15,844","$301,041",1,"$25,000",15000
1472,18,"$18,534","$333,604",0,"$25,000",15000
1473,10,"$19,789","$197,893",0,"$25,000",15000
1474,16,"$21,490","$343,836",0,"$25,000",15000
1475,22,"$18,566","$408,448",0,"$25,000",15000
1476,11,"$16,586","$182,445",1,"$25,000",15000
1477,11,"$20,156","$221,711",0,"$25,000",15000
1478,37,"$19,505","$721,672",0,"$25,000",15000
1479,15,"$21,442","$321,629",0,"$25,000",15000
1480,16,"$16,674","$266,785",1,"$25,000",15000
1481,18,"$15,085","$271,527",1,"$25,000",15000
1482,10,"$21,334","$213,344",0,"$25,000",15000
1483,16,"$18,659","$298,541",0,"$25,000",15000
1484,11,"$16,002","$176,025",1,"$25,000",15000
1485,17,"$17,053","$289,900",1,"$25,000",15000
1486,23,"$22,262","$512,023",0,"$25,000",15000
1487,20,"$18,970","$379,405",0,"$25,000",15000
1488,34,"$16,341","$555,592",0,"$25,000",15000
1489,15,"$22,094","$331,417",0,"$25,000",15000
1490,23,"$19,319","$444,345",1,"$25,000",15000
1491,25,"$21,671","$541,768",0,"$25,000",15000
1492,20,"$21,879","$437,582",0,"$25,000",15000
1493,31,"$21,255","$658,901",0,"$25,000",15000
1494,32,"$20,575","$658,399",0,"$25,000",15000
1495,31,"$22,427","$695,245",0,"$25,000",15000
1496,20,"$21,662","$433,235",0,"$25,000",15000
1497,15,"$22,005","$330,082",0,"$25,000",15000
1498,20,"$19,610","$392,210",1,"$25,000",15000
1499,17,"$16,191","$275,241",1,"$25,000",15000
1500,34,"$18,098","$615,324",0,"$25,000",15000
1501,28,"$19,126","$535,520",1,"$25,000",15000
1502,31,"$19,992","$619,747",0,"$25,000",15000
1503,15,"$16,309","$244,640",1,"$25,000",15000
1504,20,"$22,115","$442,308",0,"$25,000",15000
1505,18,"$22,311","$401,594",0,"$25,000",15000
1506,25,"$20,948","$523,706",0,"$25,000",15000
1507,16,"$19,087","$305,387",1,"$25,000",15000
1508,36,"$21,761","$783,389",0,"$25,000",15000
1509,15,"$21,410","$321,152",0,"$25,000",15000
1510,23,"$20,004","$460,097",0,"$25,000",15000
1511,25,"$19,518","$487,962",0,"$25,000",15000
1512,14,"$17,344","$242,821",1,"$25,000",15000
1513,12,"$19,360","$232,315",0,"$25,000",15000
1514,29,"$22,218","$644,329",0,"$25,000",15000
1515,18,"$17,990","$323,816",0,"$25,000",15000
1516,12,"$18,095","$217,134",1,"$25,000",15000
1517,24,"$17,266","$414,391",1,"$25,000",15000
1518,16,"$18,121","$289,943",1,"$25,000",15000
1519,24,"$21,805","$523,331",1,"$25,000",15000
1520,22,"$20,593","$453,050",0,"$25,000",15000
1521,35,"$17,235","$603,223",1,"$25,000",15000
